날짜,멤버 이름,멤버 종족,멤버 티어,상대,상대 종족,상대 티어,맵,결과,구분,구분2,month
2025-06-11,팥순,프로토스,6티어,치리,저그,6티어,데자뷰,패,스폰(3/2) #2,스폰,6
2025-06-11,팥순,프로토스,6티어,치리,저그,6티어,라데온,패,스폰(3/2) #3,스폰,6
2025-06-11,박하악,저그,6티어,윤진,프로토스,8티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-11,박하악,저그,6티어,윤진,프로토스,8티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-11,내가먼지,테란,7티어,오리꿍,저그,7티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-11,내가먼지,테란,7티어,오리꿍,저그,7티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-11,내가먼지,테란,7티어,오리꿍,저그,7티어,데자뷰,승,스폰(3/2) #3,스폰,6
2025-06-11,내가먼지,테란,7티어,오리꿍,저그,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-11,냥수디,저그,베이비,먹체토,프로토스,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-11,냥수디,저그,베이비,엄키키,프로토스,베이비,폴리포이드,패,스폰(단판),스폰,6
2025-06-11,다예나,프로토스,베이비,루다,저그,8티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-11,다예나,프로토스,베이비,엄키키,프로토스,베이비,폴리포이드,패,스폰(단판),스폰,6
2025-06-11,정서린,프로토스,베이비,루다,저그,8티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-11,정서린,프로토스,베이비,엄키키,프로토스,베이비,폴리포이드,패,스폰(단판),스폰,6
2025-06-12,김뽀뇨,프로토스,3티어,하블리,저그,2티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-12,김뽀뇨,프로토스,3티어,하블리,저그,2티어,데자뷰,패,스폰(3/2) #2,스폰,6
2025-06-12,김뽀뇨,프로토스,3티어,또봉순,저그,2티어,데자뷰,패,스폰(단판),스폰,6
2025-06-12,김뽀뇨,프로토스,3티어,다예,저그,3티어,데자뷰,패,CK,대회,6
2025-06-12,늑대채린,저그,4티어,뚜밥,테란,4티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-12,늑대채린,저그,4티어,뚜밥,테란,4티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-12,늑대채린,저그,4티어,뚜밥,테란,4티어,데자뷰,승,스폰(3/2) #3,스폰,6
2025-06-12,늑대채린,저그,4티어,뚜밥,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-12,늑대채린,저그,4티어,뚜밥,테란,4티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-12,늑대채린,저그,4티어,팥순,프로토스,6티어,데자뷰,승,스폰(단판),스폰,6
2025-06-12,늑대채린,저그,4티어,우리밍,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-12,늑대채린,저그,4티어,우리밍,테란,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-12,늑대채린,저그,4티어,우리밍,테란,4티어,데자뷰,패,스폰(3/2) #3,스폰,6
2025-06-12,찌킹,저그,4티어,토마토,프로토스,3티어,라데온,패,스폰(단판),스폰,6
2025-06-12,찌킹,저그,4티어,앵지,저그,4티어,이클립스,승,CK,대회,6
2025-06-12,찌킹,저그,4티어,앵지,저그,4티어,데자뷰,승,CK,대회,6
2025-06-12,찌킹,저그,4티어,태영,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-12,찌킹,저그,4티어,태영,테란,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-12,찌킹,저그,4티어,태영,테란,4티어,데자뷰,승,스폰(3/2) #3,스폰,6
2025-06-12,팥순,프로토스,6티어,뽀누나,테란,5티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-12,팥순,프로토스,6티어,늑대채린,저그,4티어,데자뷰,패,스폰(단판),스폰,6
2025-06-12,팥순,프로토스,6티어,뽀누나,테란,5티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-12,팥순,프로토스,6티어,뽀누나,테란,5티어,이클립스,패,스폰(3/2) #2,스폰,6
2025-06-12,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-12,박하악,저그,6티어,한쪼니,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-12,박하악,저그,6티어,한쪼니,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-12,박하악,저그,6티어,먼진,저그,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-12,정서린,프로토스,베이비,엄키키,프로토스,베이비,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-12,정서린,프로토스,베이비,엄키키,프로토스,베이비,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-12,정서린,프로토스,베이비,엄키키,프로토스,베이비,폴리포이드,승,스폰(3/2) #3,스폰,6
2025-06-13,늑대채린,저그,4티어,하리,프로토스,4티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-13,늑대채린,저그,4티어,하리,프로토스,4티어,데자뷰,패,스폰(3/2) #2,스폰,6
2025-06-13,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-13,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-13,박하악,저그,6티어,모리,테란,7티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-13,박하악,저그,6티어,모리,테란,7티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-13,박하악,저그,6티어,모리,테란,7티어,데자뷰,승,스폰(단판),스폰,6
2025-06-13,박하악,저그,6티어,모리,테란,7티어,이클립스,패,스폰(단판),스폰,6
2025-06-13,정서린,프로토스,베이비,은아가,저그,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-14,슬돌이,프로토스,3티어,기나,프로토스,3티어,데자뷰,승,대학 대전,대회,6
2025-06-14,구루미,저그,5티어,너부리,테란,5티어,이클립스,승,대학 대전,대회,6
2025-06-14,박하악,저그,6티어,짱다,프로토스,7티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-14,박하악,저그,6티어,짱다,프로토스,7티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,패,스폰(3/2) #3,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-14,박하악,저그,6티어,막내현진,프로토스,7티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-14,박하악,저그,6티어,하루묭,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-14,박하악,저그,6티어,하루묭,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-14,박하악,저그,6티어,짱다,프로토스,7티어,라데온,패,스폰(단판),스폰,6
2025-06-14,박하악,저그,6티어,은서,프로토스,8티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-14,또해영,저그,7티어,사사삼,프로토스,7티어,라데온,승,대학 대전,대회,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,이클립스,승,스폰(3/2) #1,스폰,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,데자뷰,승,스폰(3/2) #2,스폰,6
2025-06-15,규리야,테란,4티어,요닝,저그,4티어,라데온,승,스폰(3/2) #3,스폰,6
2025-06-15,박하악,저그,6티어,짱다,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-15,박하악,저그,6티어,하랑e,프로토스,6티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-15,박하악,저그,6티어,하랑e,프로토스,6티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-15,박하악,저그,6티어,짱다,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-16,김뽀뇨,프로토스,3티어,지두두,테란,3티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-16,김뽀뇨,프로토스,3티어,지두두,테란,3티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-16,김뽀뇨,프로토스,3티어,또봉순,저그,2티어,데자뷰,패,스폰(단판),스폰,6
2025-06-16,박하악,저그,6티어,하랑e,프로토스,6티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-16,박하악,저그,6티어,따뜻,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-16,박하악,저그,6티어,사사삼,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-16,박하악,저그,6티어,사사삼,프로토스,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-16,박하악,저그,6티어,사사삼,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-16,다예나,프로토스,베이비,수붕e,저그,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-16,다예나,프로토스,베이비,수붕e,저그,베이비,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-16,다예나,프로토스,베이비,수붕e,저그,베이비,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-16,다예나,프로토스,베이비,수붕e,저그,베이비,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-16,다예나,프로토스,베이비,수붕e,저그,베이비,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-17,김뽀뇨,프로토스,3티어,라미,저그,3티어,라데온,승,스폰(3/2) #1,스폰,6
2025-06-17,김뽀뇨,프로토스,3티어,라미,저그,3티어,데자뷰,승,스폰(3/2) #2,스폰,6
2025-06-17,찌킹,저그,4티어,연둥바둥,프로토스,5티어,라데온,패,스폰(단판),스폰,6
2025-06-17,찌킹,저그,4티어,햇살,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-17,찌킹,저그,4티어,햇살,테란,4티어,데자뷰,패,스폰(3/2) #2,스폰,6
2025-06-17,찌킹,저그,4티어,앵지,저그,4티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-17,찌킹,저그,4티어,앵지,저그,4티어,데자뷰,패,스폰(3/2) #2,스폰,6
2025-06-17,구루미,저그,5티어,졈니,프로토스,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-17,구루미,저그,5티어,졈니,프로토스,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-17,구루미,저그,5티어,졈니,프로토스,4티어,데자뷰,패,스폰(3/2) #3,스폰,6
2025-06-17,팥순,프로토스,6티어,밍도릿,저그,6티어,데자뷰,패,스폰(단판),스폰,6
2025-06-17,또해영,저그,7티어,모리,테란,7티어,데자뷰,패,스폰(단판),스폰,6
2025-06-17,또해영,저그,7티어,모리,테란,7티어,데자뷰,승,스폰(단판),스폰,6
2025-06-17,또해영,저그,7티어,백갑숙,프로토스,6티어,데자뷰,승,스폰(단판),스폰,6
2025-06-17,다예나,프로토스,베이비,수붕e,저그,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-18,찌킹,저그,4티어,햇살,테란,4티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-18,찌킹,저그,4티어,햇살,테란,4티어,데자뷰,승,스폰(단판),스폰,6
2025-06-18,찌킹,저그,4티어,햇살,테란,4티어,라데온,패,스폰(단판),스폰,6
2025-06-18,찌킹,저그,4티어,강덕구,테란,5티어,라데온,승,스폰(단판),스폰,6
2025-06-18,찌킹,저그,4티어,강덕구,테란,5티어,데자뷰,패,스폰(단판),스폰,6
2025-06-18,찌킹,저그,4티어,졈니,프로토스,4티어,데자뷰,패,스폰(3/2) #1,스폰,6
2025-06-18,구루미,저그,5티어,공다츠,저그,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-18,구루미,저그,5티어,공다츠,저그,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-18,구루미,저그,5티어,공다츠,저그,4티어,이클립스,패,스폰(3/2) #3,스폰,6
2025-06-18,팥순,프로토스,6티어,쵸이,프로토스,5티어,라데온,승,스폰(단판),스폰,6
2025-06-18,팥순,프로토스,6티어,최세상,테란,6티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-18,팥순,프로토스,6티어,연수,테란,6티어,데자뷰,패,스폰(3/2) #1,스폰,6
2025-06-18,팥순,프로토스,6티어,연수,테란,6티어,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-18,팥순,프로토스,6티어,최세상,테란,6티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-18,팥순,프로토스,6티어,쵸이,프로토스,5티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-18,팥순,프로토스,6티어,쵸이,프로토스,5티어,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-18,또해영,저그,7티어,으냉이,테란,7티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-18,또해영,저그,7티어,으냉이,테란,7티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-18,또해영,저그,7티어,으냉이,테란,7티어,이클립스,패,스폰(3/2) #3,스폰,6
2025-06-18,또해영,저그,7티어,밥새,테란,8티어,데자뷰,승,스폰(3/2) #1,스폰,6
2025-06-18,또해영,저그,7티어,밥새,테란,8티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-18,또해영,저그,7티어,양유정,프로토스,7티어,데자뷰,승,스폰(3/2) #1,스폰,6
2025-06-18,또해영,저그,7티어,양유정,프로토스,7티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-18,또해영,저그,7티어,으냉이,테란,7티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-18,또해영,저그,7티어,으냉이,테란,7티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-19,슬돌이,프로토스,3티어,다예,저그,3티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-19,늑대채린,저그,4티어,햇살,테란,4티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-19,늑대채린,저그,4티어,햇살,테란,4티어,데자뷰,승,스폰(3/2) #2,스폰,6
2025-06-19,찌킹,저그,4티어,졈니,프로토스,4티어,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-19,내가먼지,테란,7티어,효짱,프로토스,7티어,데자뷰,패,PL,대회,6
2025-06-19,내가먼지,테란,7티어,효짱,프로토스,7티어,라데온,승,스폰(단판),스폰,6
2025-06-19,다예나,프로토스,베이비,송혜림,저그,8티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-19,다예나,프로토스,베이비,송혜림,저그,8티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-19,다예나,프로토스,베이비,은아가,저그,베이비,폴리포이드,패,스폰(단판),스폰,6
2025-06-19,정서린,프로토스,베이비,수붕e,저그,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-19,정서린,프로토스,베이비,냥수디,저그,베이비,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-19,정서린,프로토스,베이비,냥수디,저그,베이비,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-20,늑대채린,저그,4티어,구보라,프로토스,3티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-20,늑대채린,저그,4티어,구보라,프로토스,3티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-20,박하악,저그,6티어,진유성,프로토스,6티어,폴리포이드,승,대학 대전,대회,6
2025-06-20,냥수디,저그,베이비,정서린,프로토스,베이비,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-20,냥수디,저그,베이비,정서린,프로토스,베이비,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-20,냥수디,저그,베이비,예꾸,프로토스,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-20,다예나,프로토스,베이비,송혜림,저그,8티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-20,다예나,프로토스,베이비,송혜림,저그,8티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-20,정서린,프로토스,베이비,은아가,저그,베이비,폴리포이드,패,스폰(단판),스폰,6
2025-06-20,정서린,프로토스,베이비,송혜림,저그,8티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-20,정서린,프로토스,베이비,송혜림,저그,8티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-21,슬돌이,프로토스,3티어,소심,테란,3티어,폴리포이드,패,대학 대전,대회,6
2025-06-21,규리야,테란,4티어,빵리나,프로토스,4티어,폴리포이드,승,대학 대전,대회,6
2025-06-21,구루미,저그,5티어,두디,저그,4티어,라데온,패,대학 대전,대회,6
2025-06-21,내가먼지,테란,7티어,밍가,프로토스,7티어,데자뷰,승,대학 대전,대회,6
2025-06-21,또해영,저그,7티어,은서,프로토스,8티어,이클립스,패,대학 대전,대회,6
2025-06-22,늑대채린,저그,4티어,뚜미언니,테란,3티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-22,늑대채린,저그,4티어,뚜미언니,테란,3티어,폴리포이드,패,스폰(3/2) #2,스폰,6
2025-06-22,정서린,프로토스,베이비,수붕e,저그,베이비,폴리포이드,승,스폰(단판),스폰,6
2025-06-23,늑대채린,저그,4티어,지두두,테란,3티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-23,찌킹,저그,4티어,규리야,테란,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-23,찌킹,저그,4티어,규리야,테란,4티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-23,규리야,테란,4티어,찌킹,저그,4티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-23,규리야,테란,4티어,찌킹,저그,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-23,규리야,테란,4티어,강덕구,테란,5티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-23,박하악,저그,6티어,효짱,프로토스,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-23,박하악,저그,6티어,한쪼니,프로토스,7티어,라데온,승,스폰(단판),스폰,6
2025-06-24,슬돌이,프로토스,3티어,김뽀뇨,프로토스,3티어,이클립스,승,CK,대회,6
2025-06-24,김뽀뇨,프로토스,3티어,슬돌이,프로토스,3티어,이클립스,승,CK,대회,6
2025-06-24,김뽀뇨,프로토스,3티어,슬돌이,프로토스,3티어,폴리포이드,패,CK,대회,6
2025-06-24,늑대채린,저그,4티어,찌킹,저그,4티어,데자뷰,승,CK,대회,6
2025-06-24,찌킹,저그,4티어,묘아,프로토스,5티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-24,찌킹,저그,4티어,늑대채린,저그,4티어,데자뷰,패,내전,대회,6
2025-06-24,팥순,프로토스,6티어,묘아,프로토스,5티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-24,팥순,프로토스,6티어,밍도릿,저그,6티어,폴리포이드,승,CK,대회,6
2025-06-24,팥순,프로토스,6티어,밍도릿,저그,6티어,데자뷰,승,CK,대회,6
2025-06-24,박하악,저그,6티어,효짱,프로토스,7티어,데자뷰,승,스폰(단판),스폰,6
2025-06-24,박하악,저그,6티어,효짱,프로토스,7티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-24,박하악,저그,6티어,효짱,프로토스,7티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-24,박하악,저그,6티어,효짱,프로토스,7티어,폴리포이드,패,스폰(3/2) #3,스폰,6
2025-06-24,박하악,저그,6티어,비타밍,테란,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-24,또해영,저그,7티어,양유정,프로토스,7티어,이클립스,패,CK,대회,6
2025-06-24,냥수디,저그,베이비,정서린,프로토스,베이비,폴리포이드,패,CK,대회,6
2025-06-24,냥수디,저그,베이비,정서린,프로토스,베이비,폴리포이드,승,CK,대회,6
2025-06-24,다예나,프로토스,베이비,송혜림,저그,8티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-24,정서린,프로토스,베이비,냥수디,저그,베이비,폴리포이드,승,CK,대회,6
2025-06-24,정서린,프로토스,베이비,냥수디,저그,베이비,폴리포이드,패,CK,대회,6
2025-06-25,슬돌이,프로토스,3티어,김뽀뇨,프로토스,3티어,폴리포이드,패,CK,대회,6
2025-06-25,늑대채린,저그,4티어,최하니,프로토스,3티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-25,구루미,저그,5티어,라운이,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-25,구루미,저그,5티어,라운이,프로토스,5티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-25,구루미,저그,5티어,라운이,프로토스,5티어,데자뷰,승,스폰(단판),스폰,6
2025-06-25,팥순,프로토스,6티어,슈슈,저그,6티어,데자뷰,승,스폰(3/2) #1,스폰,6
2025-06-25,팥순,프로토스,6티어,슈슈,저그,6티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-25,팥순,프로토스,6티어,슈슈,저그,6티어,라데온,패,스폰(3/2) #3,스폰,6
2025-06-25,팥순,프로토스,6티어,유이,테란,5티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-25,팥순,프로토스,6티어,유이,테란,5티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-25,또해영,저그,7티어,김무아,프로토스,6티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-25,또해영,저그,7티어,김무아,프로토스,6티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-25,또해영,저그,7티어,양유정,프로토스,7티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-25,또해영,저그,7티어,양유정,프로토스,7티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-25,또해영,저그,7티어,빵지니,테란,7티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-25,정서린,프로토스,베이비,다뉴,저그,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-25,정서린,프로토스,베이비,또해영,저그,7티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-26,슬돌이,프로토스,3티어,찌킹,저그,4티어,데자뷰,승,스폰(단판),스폰,6
2025-06-26,슬돌이,프로토스,3티어,찌킹,저그,4티어,이클립스,승,스폰(단판),스폰,6
2025-06-26,슬돌이,프로토스,3티어,찌킹,저그,4티어,라데온,승,스폰(단판),스폰,6
2025-06-26,슬돌이,프로토스,3티어,찌킹,저그,4티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-26,슬돌이,프로토스,3티어,찌킹,저그,4티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-26,슬돌이,프로토스,3티어,늑대채린,저그,4티어,폴리포이드,패,스폰(3/2) #1,스폰,6
2025-06-26,슬돌이,프로토스,3티어,늑대채린,저그,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-26,늑대채린,저그,4티어,최하니,프로토스,3티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-26,늑대채린,저그,4티어,주서리,프로토스,5티어,폴리포이드,패,스폰(단판),스폰,6
2025-06-26,늑대채린,저그,4티어,주서리,프로토스,5티어,라데온,승,스폰(단판),스폰,6
2025-06-26,늑대채린,저그,4티어,박듀듀,프로토스,3티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-26,늑대채린,저그,4티어,박듀듀,프로토스,3티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-26,늑대채린,저그,4티어,박듀듀,프로토스,3티어,이클립스,패,스폰(3/2) #3,스폰,6
2025-06-26,늑대채린,저그,4티어,슬돌이,프로토스,3티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-26,늑대채린,저그,4티어,슬돌이,프로토스,3티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-26,찌킹,저그,4티어,슬돌이,프로토스,2티어,데자뷰,패,스폰(단판),스폰,6
2025-06-26,찌킹,저그,4티어,슬돌이,프로토스,2티어,이클립스,패,스폰(단판),스폰,6
2025-06-26,찌킹,저그,4티어,슬돌이,프로토스,2티어,라데온,패,스폰(단판),스폰,6
2025-06-26,찌킹,저그,4티어,슬돌이,프로토스,2티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-26,찌킹,저그,4티어,슬돌이,프로토스,2티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-26,규리야,테란,4티어,슬아,저그,4티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-26,규리야,테란,4티어,슬아,저그,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-26,구루미,저그,5티어,묘아,프로토스,5티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-26,구루미,저그,5티어,묘아,프로토스,5티어,라데온,패,스폰(3/2) #2,스폰,6
2025-06-26,구루미,저그,5티어,묘아,프로토스,5티어,폴리포이드,승,스폰(3/2) #3,스폰,6
2025-06-26,구루미,저그,5티어,묘아,프로토스,5티어,라데온,패,스폰(3/2) #1,스폰,6
2025-06-26,구루미,저그,5티어,묘아,프로토스,5티어,폴리포이드,승,스폰(3/2) #2,스폰,6
2025-06-26,구루미,저그,5티어,묘아,프로토스,5티어,라데온,승,스폰(3/2) #3,스폰,6
2025-06-26,구루미,저그,5티어,금선2,테란,5티어,이클립스,패,스폰(3/2) #1,스폰,6
2025-06-26,구루미,저그,5티어,금선2,테란,5티어,데자뷰,승,스폰(3/2) #2,스폰,6
2025-06-26,구루미,저그,5티어,금선2,테란,5티어,라데온,패,스폰(3/2) #3,스폰,6
2025-06-26,팥순,프로토스,6티어,비재희,저그,6티어,라데온,승,스폰(3/2) #1,스폰,6
2025-06-26,팥순,프로토스,6티어,비재희,저그,6티어,데자뷰,패,스폰(3/2) #2,스폰,6
2025-06-26,팥순,프로토스,6티어,비재희,저그,6티어,이클립스,승,스폰(3/2) #3,스폰,6
2025-06-26,팥순,프로토스,6티어,치리,저그,6티어,이클립스,패,스폰(단판),스폰,6
2025-06-26,또해영,저그,7티어,엄보리,프로토스,7티어,이클립스,승,스폰(3/2) #1,스폰,6
2025-06-26,또해영,저그,7티어,엄보리,프로토스,7티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-26,또해영,저그,7티어,김말랑,테란,8티어,데자뷰,승,스폰(단판),스폰,6
2025-06-26,정서린,프로토스,베이비,새밍,저그,8티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-27,슬돌이,프로토스,3티어,늑대채린,저그,4티어,이클립스,승,스폰(3/2) #3,스폰,6
2025-06-27,김뽀뇨,프로토스,3티어,늑대채린,저그,4티어,폴리포이드,승,스폰(단판),스폰,6
2025-06-27,김뽀뇨,프로토스,3티어,규리야,테란,4티어,폴리포이드,승,스폰(3/2) #1,스폰,6
2025-06-27,김뽀뇨,프로토스,3티어,규리야,테란,4티어,라데온,승,스폰(3/2) #2,스폰,6
2025-06-27,늑대채린,저그,4티어,슬돌이,프로토스,3티어,이클립스,패,스폰(3/2) #3,스폰,6
